Customer_Age,Gender,Annual_Income,Purchase_Frequency,Discount_Offered,Product_Category,Marketing_Spend,Seasonal_Demand_Index,Store_Location,Monthly_Sales,Purchase_Decision,Loyalty_Category
42,Male,30738.62,6,30.0,Toys,8683.86,0.76,Airport,1045.37,Yes,Medium
34,Male,75867.47,6,5.9,Sports,11124.76,0.97,Airport,1030.67,No,Medium
38,Male,115808.58,8,18.3,Groceries,14101.91,1.03,Suburban,1574.88,No,High
21,Male,84570.36,11,12.6,Sports,2963.41,0.93,Downtown,1213.33,Yes,High
64,Male,66606.23,8,26.6,Beauty,5340.86,1.13,Mall,1124.22,Yes,Medium
36,Male,49668.16,11,22.7,Electronics,2475.4,1.3,Downtown,1200.25,Yes,Medium
36,Female,38625.71,8,17.9,Groceries,2159.43,1.52,Downtown,1014.4,Yes,Medium
43,Female,101228.03,10,0.3,Clothing,2824.61,1.17,Mall,1075.88,Yes,High
40,Male,105307.62,6,26.4,Groceries,6794.88,0.74,Online,1348.61,No,High
37,Female,30788.31,8,13.3,Groceries,3480.16,0.96,Online,1020.01,Yes,Medium
25,Female,147661.06,7,27.9,Groceries,8411.65,0.98,Mall,1504.27,Yes,High
40,Male,88857.65,7,14.9,Groceries,6836.74,1.15,Suburban,1129.21,Yes,Medium
57,Male,134262.56,3,20.8,Beauty,500.0,1.12,Online,964.17,Yes,High
51,Female,34087.68,11,2.1,Groceries,4974.48,1.62,Suburban,1155.4,Yes,Medium
54,Female,33686.19,7,22.4,Books,2868.57,0.86,Suburban,1080.7,No,Medium
28,Female,61899.7,6,10.1,Clothing,3049.81,1.12,Online,848.78,No,Medium
23,Male,85746.24,11,10.5,Groceries,8529.0,1.71,Downtown,1427.17,Yes,High
33,Male,163723.73,2,3.6,Groceries,3966.03,0.82,Downtown,1066.16,No,High
35,Male,94920.48,7,4.4,Clothing,10841.22,1.04,Mall,1279.06,No,High
48,Male,59066.23,9,5.6,Groceries,6237.98,0.72,Downtown,977.77,Yes,Medium
18,Male,39917.52,8,9.8,Groceries,4024.19,1.02,Suburban,929.03,Yes,Medium
53,Male,123346.85,12,26.8,Groceries,7023.07,0.77,Suburban,1623.29,Yes,High
33,Female,41167.42,6,11.0,Home & Garden,500.0,1.31,Suburban,706.84,No,Medium
29,Female,150540.82,13,21.7,Groceries,500.0,1.04,Online,1563.41,Yes,High
22,Male,57847.35,11,2.5,Clothing,500.0,0.72,Downtown,884.11,No,Medium
18,Female,147715.93,12,17.7,Home & Garden,2877.4,1.25,Suburban,1772.98,Yes,High
44,Male,93640.75,4,14.5,Electronics,1342.34,1.05,Downtown,925.84,Yes,Medium
35,Male,62271.4,14,29.3,Clothing,20758.16,1.29,Mall,1664.25,Yes,High
19,Male,51434.12,4,25.4,Electronics,3907.6,0.66,Mall,783.81,No,Medium
19,Female,56235.38,12,13.6,Electronics,5429.7,1.11,Suburban,1232.97,Yes,Medium
30,Female,82612.28,5,23.3,Clothing,1634.33,1.23,Downtown,1260.17,Yes,Medium
55,Female,69309.24,6,5.8,Electronics,1941.54,0.87,Mall,825.68,Yes,Medium
31,Male,49555.55,12,16.9,Clothing,2043.32,0.62,Suburban,1041.74,No,Medium
18,Female,61386.15,9,2.2,Home & Garden,5998.84,0.99,Downtown,987.79,No,Medium
32,Male,69358.49,10,10.4,Electronics,3209.48,1.37,Suburban,1374.28,Yes,Medium
31,Female,23003.19,9,6.8,Groceries,3645.78,1.34,Suburban,867.58,No,Medium
18,Female,83854.58,8,21.6,Toys,4482.48,0.87,Online,1066.41,Yes,Medium
34,Male,40859.5,11,14.7,Books,7322.61,0.62,Airport,1013.39,Yes,Medium
32,Female,37462.25,7,22.5,Clothing,500.0,0.87,Mall,923.1,Yes,Medium
43,Female,28683.67,10,15.5,Toys,7500.09,0.86,Online,1090.23,Yes,Medium
57,Male,27195.56,7,2.6,Clothing,4141.8,1.13,Mall,858.21,Yes,Medium
48,Female,33861.42,16,22.1,Electronics,5529.63,0.97,Online,1306.51,Yes,High
31,Male,46781.58,7,25.0,Beauty,1984.15,0.77,Downtown,874.48,Yes,Medium
21,Female,177084.95,12,27.1,Toys,2632.97,1.33,Suburban,1869.11,Yes,High
65,Female,51267.66,5,17.2,Groceries,1314.4,1.04,Mall,925.63,No,Medium
35,Female,72884.43,7,22.6,Home & Garden,19388.11,1.13,Mall,1173.69,No,Medium
35,Female,81470.48,11,22.6,Home & Garden,3435.86,0.48,Downtown,1185.59,Yes,High
34,Female,71202.83,8,4.7,Clothing,27704.39,0.3,Suburban,1021.45,No,Medium
37,Male,64153.48,11,4.9,Clothing,3364.62,0.57,Suburban,1107.87,No,Medium
33,Female,36684.46,6,2.1,Groceries,1240.71,0.86,Suburban,710.25,No,Medium
28,Male,137753.21,9,9.6,Toys,3540.82,1.17,Suburban,1480.33,Yes,High
28,Female,164613.17,7,14.2,Electronics,500.0,0.3,Suburban,1376.76,Yes,High
34,Male,28750.95,5,29.9,Books,11757.29,1.48,Online,1051.37,Yes,Medium
28,Male,39964.27,8,12.9,Electronics,8533.88,1.05,Mall,872.35,No,Medium
26,Female,57979.81,4,21.8,Groceries,6469.86,1.41,Airport,887.8,Yes,Medium
36,Male,41170.88,4,20.8,Home & Garden,4705.82,0.73,Online,589.63,No,Medium
31,Female,85882.73,4,6.1,Home & Garden,4335.53,1.15,Suburban,846.55,Yes,Medium
53,Male,46333.44,12,1.8,Electronics,28612.1,1.03,Suburban,1263.87,No,Medium
18,Male,196866.93,6,16.4,Groceries,1628.63,1.25,Downtown,1628.38,Yes,High
48,Female,120937.55,9,21.0,Groceries,7563.47,0.93,Online,1427.21,Yes,High
49,Male,74164.61,8,29.9,Electronics,4354.25,1.14,Downtown,1230.92,Yes,Medium
18,Male,111440.76,4,10.8,Electronics,18623.68,1.33,Mall,1213.11,Yes,Medium
30,Female,115925.79,10,26.9,Home & Garden,8795.59,0.8,Suburban,1397.01,Yes,High
30,Male,50301.07,13,11.5,Groceries,32595.87,1.07,Online,1617.62,No,Medium
18,Female,44340.19,7,20.7,Clothing,4437.61,0.43,Suburban,794.26,No,Medium
25,Male,69343.44,6,17.9,Groceries,1144.2,1.21,Airport,907.53,Yes,Medium
21,Male,102597.96,11,1.6,Toys,3502.74,1.59,Suburban,1427.59,No,High
56,Female,71488.04,6,2.4,Electronics,6208.57,0.63,Suburban,866.7,Yes,Medium
46,Male,30310.73,8,0.6,Home & Garden,7444.08,0.97,Mall,628.88,No,Medium
50,Male,44638.1,6,11.1,Electronics,500.0,1.26,Online,940.32,Yes,Medium
43,Male,64264.9,13,22.4,Electronics,3516.26,1.01,Suburban,1304.66,Yes,High
21,Male,64210.53,7,5.2,Clothing,1340.93,1.05,Online,855.45,No,Medium
28,Female,178800.58,5,18.2,Groceries,10393.68,0.88,Airport,1476.18,Yes,High
40,Male,33348.27,8,8.7,Books,829.71,0.87,Airport,867.22,No,Medium
20,Female,85866.57,5,23.9,Clothing,5489.91,0.97,Suburban,1141.02,No,Medium
43,Female,140408.57,12,24.0,Home & Garden,1546.65,1.01,Suburban,1638.02,Yes,High
32,Male,200000.0,11,23.3,Groceries,2204.49,0.65,Downtown,1725.03,No,High
30,Female,54478.24,11,15.7,Clothing,14113.88,0.98,Online,1312.39,No,Medium
43,Male,85260.79,8,8.5,Groceries,1375.13,1.47,Online,1136.28,Yes,Medium
40,Female,88666.33,5,24.3,Books,500.0,0.87,Mall,1222.83,Yes,Medium
30,Male,73533.48,9,5.6,Books,500.0,0.63,Suburban,1001.8,Yes,Medium
48,Female,63470.64,12,8.7,Books,3512.1,0.95,Downtown,1085.16,No,High
22,Female,82929.24,14,5.5,Clothing,5132.08,0.79,Online,1261.22,No,High
42,Male,20000.0,4,20.2,Books,1982.23,0.6,Downtown,629.67,No,Low
42,Female,93787.8,6,20.6,Clothing,5860.11,1.04,Airport,1293.68,Yes,Medium
31,Female,71029.05,11,19.6,Sports,500.0,0.79,Suburban,1345.45,Yes,High
38,Male,59666.01,9,12.5,Toys,9736.27,0.81,Suburban,1043.87,Yes,Medium
19,Male,185569.8,10,3.0,Electronics,8479.53,1.05,Airport,1503.85,No,High
46,Female,47585.73,5,27.3,Groceries,21166.75,0.54,Downtown,934.8,Yes,Medium
32,Female,54514.24,4,15.2,Home & Garden,13783.97,0.48,Suburban,837.73,No,Medium
28,Female,180508.28,5,12.2,Sports,2201.81,1.2,Online,1616.77,Yes,High
47,Female,43990.31,8,17.7,Clothing,2548.09,0.42,Mall,923.83,Yes,Medium
26,Female,50650.16,12,5.8,Beauty,6851.41,0.71,Airport,919.56,No,Medium
18,Female,61959.89,6,4.0,Home & Garden,719.83,0.46,Airport,624.77,No,Medium
18,Male,101531.31,16,12.2,Clothing,1884.5,0.85,Downtown,1472.33,Yes,High
42,Male,73987.88,5,6.8,Electronics,630.88,1.13,Downtown,776.07,No,Medium
19,Female,34941.92,7,7.3,Books,3033.81,1.03,Suburban,766.88,No,Medium
56,Female,51106.71,10,26.8,Electronics,4014.86,1.72,Suburban,1401.55,No,Medium
18,Male,49221.12,7,15.9,Electronics,1185.96,1.33,Suburban,1059.36,Yes,Medium
55,Male,64160.61,10,14.5,Groceries,500.0,0.72,Airport,1170.64,No,Medium
37,Female,82510.19,6,20.7,Home & Garden,6353.34,0.64,Downtown,1094.92,Yes,Medium
33,Female,82195.69,8,28.5,Home & Garden,500.0,1.81,Mall,1199.47,No,Medium
28,Male,27439.79,10,3.4,Groceries,18134.71,1.32,Downtown,987.7,Yes,Medium
39,Male,113519.03,5,25.0,Sports,1252.62,1.18,Downtown,1205.07,Yes,High
34,Male,75662.63,6,17.5,Beauty,5451.73,1.02,Suburban,1064.0,Yes,Medium
48,Male,133255.19,10,4.4,Clothing,2852.45,1.08,Airport,1430.31,Yes,High
36,Male,83270.9,3,8.9,Sports,500.0,0.56,Downtown,706.36,Yes,Medium
36,Male,115660.77,1,14.5,Toys,3195.03,1.05,Mall,923.36,No,Medium
30,Female,84206.55,5,20.7,Home & Garden,3636.22,1.02,Mall,1072.28,Yes,Medium
34,Male,130727.22,14,7.3,Home & Garden,9644.2,0.73,Downtown,1534.39,No,High
38,Female,86584.89,8,16.0,Clothing,6590.36,0.84,Suburban,1163.05,Yes,Medium
18,Female,63500.16,7,20.5,Groceries,500.0,1.45,Online,1228.08,No,Medium
18,Male,200000.0,7,13.5,Groceries,1173.32,0.96,Suburban,1514.16,Yes,High
43,Female,104013.28,11,25.9,Sports,1869.02,1.62,Downtown,1582.33,Yes,High
37,Male,88843.13,8,26.1,Beauty,618.8,0.48,Mall,1129.57,No,High
32,Female,35228.23,2,14.1,Electronics,3052.3,0.84,Mall,716.76,No,Low
35,Male,35017.44,14,29.2,Electronics,20773.4,0.54,Downtown,1342.0,Yes,Medium
39,Female,77196.78,9,2.3,Electronics,3614.04,0.64,Downtown,1135.81,No,Medium
28,Female,71719.35,5,0.1,Sports,6771.7,0.75,Downtown,650.22,No,Medium
25,Male,49054.83,11,11.4,Electronics,5743.29,1.09,Downtown,1079.32,No,Medium
37,Male,71556.79,7,18.0,Home & Garden,9482.65,1.08,Suburban,1213.46,Yes,Medium
23,Female,147571.6,6,18.9,Clothing,1214.97,0.8,Suburban,1378.31,Yes,High
39,Female,94415.12,9,14.3,Groceries,7008.59,0.33,Suburban,982.46,Yes,High
18,Male,37693.8,9,3.7,Clothing,10658.11,1.44,Online,930.03,Yes,Medium
47,Female,63070.02,7,5.1,Toys,940.75,0.91,Mall,883.84,Yes,Medium
40,Male,44590.32,5,25.6,Groceries,2129.38,0.67,Online,1080.55,No,Medium
38,Female,54934.97,6,26.0,Toys,17549.78,1.08,Suburban,1305.52,Yes,Medium
46,Male,54227.72,7,20.2,Groceries,7588.58,1.06,Downtown,1041.29,No,Medium
54,Female,52519.12,13,19.9,Electronics,1660.54,0.9,Suburban,1023.16,Yes,Medium
47,Male,35603.09,7,17.9,Clothing,4149.9,1.04,Airport,935.92,No,Medium
18,Male,62562.91,8,6.1,Beauty,2590.31,0.65,Downtown,914.51,No,Medium
19,Male,50385.13,2,12.8,Sports,3366.38,1.23,Downtown,678.93,Yes,Medium
27,Male,20000.0,8,20.9,Electronics,2193.81,0.7,Suburban,769.39,No,Medium
35,Female,186137.57,4,16.1,Sports,1637.88,0.82,Suburban,1332.53,Yes,High
41,Male,114937.08,10,0.6,Groceries,5616.01,1.19,Suburban,1185.77,Yes,High
26,Female,55248.97,11,28.6,Clothing,7537.61,1.36,Downtown,1601.06,Yes,Medium
37,Male,67316.78,7,25.3,Clothing,10355.67,1.48,Suburban,1433.86,Yes,Medium
25,Male,37120.63,11,7.8,Books,844.05,1.32,Mall,1120.25,No,Medium
27,Male,155689.16,10,18.5,Electronics,8653.95,0.9,Suburban,1609.77,No,High
18,Male,172197.89,11,27.7,Clothing,1470.52,0.54,Mall,1600.72,Yes,High
23,Male,72121.12,12,2.9,Clothing,2787.28,1.42,Suburban,1239.6,No,High
18,Male,111248.38,7,15.1,Clothing,11585.64,1.41,Suburban,1526.56,No,High
23,Female,72794.72,7,13.7,Groceries,3030.3,0.8,Downtown,1067.16,Yes,Medium
47,Male,34179.88,8,12.3,Electronics,1097.4,1.28,Suburban,952.03,Yes,Medium
23,Female,54276.34,10,25.1,Clothing,870.99,0.9,Downtown,1258.33,Yes,Medium
66,Female,71233.55,11,11.4,Toys,3202.62,1.45,Suburban,1337.47,Yes,High
40,Male,53129.17,10,1.9,Clothing,7191.57,0.85,Mall,1021.02,Yes,Medium
37,Male,59780.13,9,2.0,Groceries,29399.87,1.59,Downtown,1429.86,Yes,Medium
24,Female,63707.37,3,1.3,Groceries,7741.92,1.24,Suburban,804.74,No,Medium
43,Female,64043.39,7,12.3,Groceries,10478.34,1.54,Downtown,1238.34,Yes,Medium
28,Female,68451.76,3,21.6,Books,6888.31,0.86,Downtown,908.41,Yes,Medium
36,Male,39240.03,10,6.1,Clothing,11289.74,1.12,Suburban,1036.29,No,Medium
65,Female,46594.94,7,19.4,Toys,500.0,0.71,Online,830.17,No,Medium
33,Female,35082.69,6,20.6,Sports,13291.42,1.25,Suburban,969.0,Yes,Medium
48,Female,108734.35,11,7.7,Sports,2524.27,1.27,Suburban,1198.73,No,High
26,Female,23270.27,7,18.0,Electronics,12730.56,1.72,Mall,1006.89,Yes,Medium
34,Male,118723.25,12,20.5,Electronics,500.0,1.14,Mall,1439.52,Yes,High
56,Male,133376.33,4,14.0,Groceries,6280.59,1.22,Online,1151.25,Yes,High
27,Female,57334.91,8,10.1,Toys,6653.14,0.86,Online,1134.4,Yes,Medium
56,Female,20000.0,8,18.6,Groceries,28899.36,1.16,Airport,1175.05,Yes,Medium
43,Male,55664.62,4,29.3,Clothing,7323.56,0.89,Online,999.55,Yes,Medium
28,Male,64580.2,11,12.8,Electronics,2410.98,1.03,Downtown,1205.48,No,Medium
42,Male,40233.54,7,11.8,Home & Garden,4073.73,1.05,Mall,1045.61,No,Medium
46,Male,51541.68,8,13.9,Sports,2282.88,0.89,Online,897.89,Yes,Medium
42,Female,143322.54,11,2.3,Clothing,1090.9,1.02,Mall,1362.61,Yes,High
18,Female,92987.36,3,16.6,Electronics,1428.44,0.89,Online,884.59,No,Medium
26,Male,42002.03,10,9.9,Groceries,1255.21,0.89,Downtown,1077.43,Yes,Medium
32,Male,30000.09,11,3.6,Groceries,3979.39,1.32,Suburban,1149.8,Yes,Medium
34,Male,56627.31,3,14.0,Sports,11830.85,1.05,Online,902.24,Yes,Medium
42,Male,59935.66,10,0.1,Books,12193.55,1.1,Suburban,1216.78,No,Medium
37,Female,85464.37,9,12.1,Home & Garden,500.0,0.56,Mall,1062.43,No,High
18,Female,51026.32,8,3.2,Electronics,500.0,1.13,Downtown,857.76,No,Medium
39,Female,86120.7,9,0.7,Home & Garden,1405.98,1.16,Mall,1179.59,Yes,High
42,Male,175489.12,7,24.7,Beauty,1472.25,0.88,Online,1567.79,No,High
41,Female,100258.37,6,27.5,Toys,500.0,1.63,Suburban,1249.29,Yes,High
47,Female,65102.03,10,6.2,Toys,2458.9,0.31,Downtown,1020.24,Yes,Medium
45,Female,60850.79,12,16.2,Clothing,4430.33,1.24,Downtown,1286.06,Yes,High
40,Male,55793.84,8,8.3,Sports,4315.67,1.21,Online,968.32,No,Medium
34,Male,120339.93,9,14.8,Toys,3920.06,1.16,Mall,1460.41,Yes,High
18,Male,48732.36,11,13.1,Home & Garden,2067.53,1.05,Downtown,1106.42,Yes,Medium
40,Male,68211.38,9,8.1,Clothing,6128.63,1.17,Downtown,1148.44,No,Medium
37,Male,68415.47,6,21.0,Beauty,8757.43,1.26,Airport,1200.92,No,Medium
38,Male,51889.06,8,3.8,Groceries,2125.34,0.78,Airport,753.61,No,Medium
19,Female,33574.51,6,1.6,Electronics,500.0,1.09,Downtown,717.33,No,Medium
22,Female,78373.61,9,23.0,Electronics,1757.23,0.95,Suburban,1348.08,No,Medium
47,Male,64682.97,7,20.0,Home & Garden,738.84,0.67,Airport,865.63,No,Medium
34,Male,85637.24,7,15.0,Groceries,3149.54,1.22,Suburban,1176.34,Yes,Medium
43,Female,51070.13,6,14.0,Electronics,847.63,0.83,Online,744.46,Yes,Medium
35,Female,122782.03,9,14.9,Sports,3107.34,0.55,Suburban,1353.93,Yes,High
35,Female,43017.76,13,13.1,Books,1248.74,0.84,Mall,1241.57,Yes,Medium
46,Female,156964.57,5,11.8,Sports,6711.03,0.76,Suburban,1205.76,Yes,High
28,Female,27831.87,2,15.0,Clothing,500.0,1.31,Online,853.64,Yes,Low
36,Female,82879.28,5,15.9,Home & Garden,4045.56,1.05,Suburban,1114.64,Yes,Medium
29,Male,84581.48,6,20.8,Electronics,928.57,1.41,Downtown,1223.34,Yes,Medium
29,Male,44800.6,9,21.3,Clothing,500.0,0.8,Suburban,1079.74,No,Medium
31,Male,82450.41,11,11.3,Groceries,10170.43,1.26,Online,1459.09,Yes,High
37,Male,126438.92,9,12.4,Books,5566.52,1.85,Suburban,1427.31,Yes,High
29,Male,22012.06,5,11.2,Groceries,520.93,1.11,Suburban,699.75,No,Low
50,Female,85744.54,10,16.1,Electronics,5454.3,1.26,Suburban,1362.83,Yes,High
24,Female,20000.0,5,13.6,Groceries,4729.21,1.21,Downtown,718.22,Yes,Low
32,Female,41147.68,14,26.7,Groceries,3206.16,0.57,Downtown,1331.67,Yes,Medium
29,Male,150593.35,5,20.9,Toys,2717.24,1.18,Suburban,1471.96,No,High
52,Female,49854.51,8,27.0,Toys,10904.93,1.09,Mall,1162.99,No,Medium
37,Female,37079.34,6,21.3,Clothing,1406.17,0.92,Mall,860.53,No,Medium
47,Male,60402.54,13,29.1,Clothing,2540.07,0.73,Airport,1282.98,No,High
18,Female,187532.69,8,19.1,Clothing,1995.79,1.21,Online,1455.28,Yes,High
38,Male,26686.53,6,28.9,Books,7374.56,0.71,Suburban,993.49,No,Medium
45,Male,39422.83,7,4.7,Electronics,12412.47,1.64,Mall,1010.83,No,Medium
35,Female,140993.79,5,1.6,Electronics,9478.33,1.03,Downtown,1159.87,No,High
47,Male,168823.06,11,17.4,Groceries,7990.11,0.63,Downtown,1535.25,No,High
28,Male,63325.27,11,29.5,Clothing,21633.89,0.85,Downtown,1475.8,Yes,Medium
51,Female,35890.54,9,12.5,Electronics,5972.5,0.92,Suburban,1077.24,Yes,Medium
62,Female,190170.64,5,6.4,Groceries,6952.59,1.72,Downtown,1520.73,No,High
30,Male,148001.32,11,15.6,Clothing,20314.97,0.73,Suburban,1675.66,No,High
29,Male,93641.48,6,19.5,Groceries,500.0,0.97,Mall,1103.95,Yes,Medium
52,Male,44424.84,10,9.5,Beauty,5026.27,0.84,Suburban,874.46,No,Medium
53,Female,65071.41,4,21.4,Electronics,6715.63,1.15,Mall,1044.73,No,Medium
28,Male,61548.16,7,29.3,Groceries,12494.65,0.84,Suburban,1067.56,No,Medium
29,Male,78682.88,11,26.9,Toys,10764.12,0.66,Downtown,1292.18,Yes,High
31,Female,137758.3,10,8.7,Toys,9224.56,0.94,Downtown,1336.6,Yes,High
18,Female,103514.17,7,9.8,Groceries,14574.57,0.91,Downtown,1189.57,No,High
23,Male,38912.36,10,11.1,Home & Garden,3854.24,0.82,Downtown,940.9,No,Medium
22,Female,132720.87,8,11.8,Electronics,500.0,0.84,Mall,1243.55,No,High
25,Female,77988.87,3,3.0,Sports,500.0,1.36,Airport,690.51,No,Medium
34,Male,94022.39,7,22.9,Beauty,3933.32,0.9,Suburban,1291.46,No,High
37,Male,138832.81,6,11.0,Groceries,2857.06,0.66,Suburban,1232.4,Yes,High
53,Female,38252.54,8,26.4,Groceries,3000.52,0.86,Airport,1008.28,Yes,Medium
23,Male,65502.43,9,27.8,Clothing,2557.5,1.02,Downtown,1181.93,Yes,Medium
46,Female,51124.95,10,0.7,Home & Garden,12488.49,0.6,Downtown,906.79,No,Medium
32,Male,30449.52,12,29.7,Groceries,2224.96,1.49,Suburban,1312.67,Yes,Medium
34,Male,79309.27,10,21.3,Home & Garden,9697.6,1.26,Mall,1252.46,Yes,High
43,Male,200000.0,7,15.6,Electronics,11658.26,1.43,Mall,1645.77,Yes,High
21,Male,26574.74,7,11.7,Groceries,3460.76,1.12,Mall,921.88,No,Medium
39,Male,65618.63,13,15.6,Groceries,2961.43,0.37,Downtown,1213.58,No,High
36,Male,91860.53,8,9.7,Clothing,7156.89,1.46,Suburban,1406.87,Yes,High
40,Female,70919.05,13,18.7,Clothing,6154.52,0.74,Downtown,1312.31,Yes,High
38,Female,63018.98,5,2.8,Clothing,1991.47,0.77,Airport,677.41,No,Medium
64,Female,34826.96,7,18.6,Sports,540.98,1.05,Online,855.11,Yes,Medium
27,Female,74917.94,9,8.3,Home & Garden,1538.42,1.41,Suburban,1111.32,Yes,Medium
28,Male,45678.06,3,0.5,Books,702.22,1.32,Downtown,549.55,Yes,Medium
27,Female,22310.09,11,16.6,Clothing,1745.89,1.27,Suburban,1107.89,Yes,Medium
28,Male,121182.31,5,17.4,Toys,1517.85,0.91,Downtown,1128.31,Yes,High
27,Female,107683.13,6,12.8,Sports,5076.57,0.9,Suburban,1056.8,Yes,High
49,Female,68431.31,8,2.2,Groceries,15449.78,1.1,Suburban,1207.5,No,Medium
52,Female,74779.02,4,26.8,Electronics,5787.73,0.96,Online,1219.31,Yes,Medium
28,Female,114109.56,5,18.3,Clothing,13062.52,1.27,Suburban,1409.1,Yes,High
25,Female,74602.19,15,3.5,Beauty,7665.45,1.25,Downtown,1478.12,Yes,High
40,Male,104795.28,4,15.3,Clothing,6507.52,1.18,Downtown,1166.38,No,Medium
28,Male,57469.76,5,14.9,Clothing,2672.71,0.3,Downtown,910.83,No,Medium
42,Female,128508.09,14,1.8,Clothing,1963.69,1.04,Downtown,1556.8,No,High
37,Male,78287.88,5,18.2,Books,9363.03,0.97,Airport,986.78,No,Medium
18,Female,73480.93,12,24.2,Clothing,11790.13,1.05,Downtown,1515.38,Yes,High
53,Female,35338.37,13,22.5,Clothing,3006.33,0.77,Online,1269.67,No,Medium
56,Male,76974.79,5,6.1,Groceries,500.0,0.6,Suburban,657.77,Yes,Medium
27,Female,43992.65,6,25.9,Groceries,7863.87,1.14,Suburban,1020.24,Yes,Medium
30,Female,48465.81,8,10.3,Groceries,1677.85,0.89,Suburban,1010.38,Yes,Medium
38,Female,44358.85,8,28.4,Groceries,500.0,1.17,Mall,925.96,Yes,Medium
39,Female,39129.73,6,2.2,Books,8173.49,0.8,Suburban,601.48,No,Medium
42,Female,192941.24,3,14.6,Books,3642.98,1.42,Suburban,1403.67,No,High
59,Female,129757.79,10,17.9,Books,5779.26,1.3,Suburban,1572.88,Yes,High
32,Female,174196.46,6,7.4,Electronics,12307.31,1.09,Online,1304.94,Yes,High
25,Male,36181.66,7,23.1,Books,3895.42,0.94,Suburban,945.23,Yes,Medium
18,Male,69104.99,4,18.8,Electronics,3497.78,1.26,Suburban,1077.44,Yes,Medium
26,Female,34926.51,7,0.5,Electronics,1717.12,1.12,Suburban,748.12,Yes,Medium
34,Male,47094.33,10,18.3,Toys,1820.61,1.07,Downtown,1205.66,Yes,Medium
56,Female,42137.43,4,14.7,Books,7961.48,1.31,Downtown,805.55,No,Medium
28,Female,123939.31,10,5.9,Groceries,2980.37,1.43,Downtown,1309.82,Yes,High
37,Male,54701.17,7,29.9,Toys,892.8,0.62,Mall,1095.59,Yes,Medium
34,Female,113771.23,11,26.9,Beauty,500.0,0.68,Suburban,1471.95,Yes,High
49,Female,90202.8,9,8.8,Home & Garden,3202.02,0.77,Airport,980.49,No,High
65,Female,200000.0,7,16.2,Home & Garden,3127.02,0.55,Mall,1406.37,No,High
28,Male,31825.82,9,9.5,Sports,5298.76,0.98,Downtown,1083.29,No,Medium
29,Male,125162.97,6,23.3,Clothing,3184.47,1.18,Mall,1229.91,Yes,High
47,Male,118299.61,8,27.9,Clothing,774.36,0.99,Mall,1471.81,Yes,High
43,Female,40989.28,6,10.8,Sports,3544.38,0.84,Mall,734.37,No,Medium
57,Male,110340.02,8,24.2,Clothing,11864.47,1.34,Mall,1487.66,Yes,High
42,Female,78891.42,10,15.0,Electronics,868.44,1.04,Mall,1225.29,Yes,High
30,Male,59516.99,9,11.9,Clothing,5851.96,1.1,Downtown,885.99,Yes,Medium
42,Male,44169.4,7,28.2,Groceries,4505.28,1.35,Mall,984.07,Yes,Medium
48,Female,46546.2,13,15.3,Beauty,6903.27,0.96,Suburban,1267.21,No,Medium
44,Female,185843.71,9,14.0,Home & Garden,816.13,1.62,Mall,1623.69,Yes,High
41,Male,66709.1,10,20.2,Groceries,14202.65,0.87,Downtown,1394.77,Yes,Medium
47,Male,98599.38,7,7.8,Beauty,4850.65,1.6,Airport,1046.6,Yes,High
49,Male,44905.05,9,9.7,Toys,9388.91,0.71,Suburban,1026.03,No,Medium
51,Female,45153.76,7,28.0,Groceries,1415.84,1.16,Mall,925.73,Yes,Medium
42,Female,114547.82,9,20.4,Toys,6724.09,0.81,Airport,1324.76,No,High
32,Male,33960.97,10,24.8,Groceries,7594.12,1.34,Online,1126.18,Yes,Medium
36,Male,54184.4,6,8.1,Clothing,2532.8,0.86,Mall,993.65,No,Medium
49,Male,67830.62,6,16.3,Clothing,2422.16,1.09,Downtown,853.35,No,Medium
25,Female,70505.19,1,29.1,Home & Garden,5361.75,0.8,Online,837.15,Yes,Medium
39,Female,60974.35,10,9.6,Groceries,500.0,1.28,Mall,938.61,Yes,Medium
30,Male,81280.81,5,4.8,Home & Garden,6651.92,0.8,Mall,1023.8,Yes,Medium
35,Female,94294.97,13,15.3,Home & Garden,500.0,1.51,Online,1542.03,Yes,High
50,Male,96285.6,13,11.6,Electronics,1057.25,0.7,Downtown,1331.7,Yes,High
37,Male,40735.42,11,4.8,Electronics,5455.36,0.6,Downtown,1088.98,Yes,Medium
35,Female,57853.99,9,26.7,Groceries,517.5,1.29,Suburban,1235.07,Yes,Medium
18,Female,121192.65,7,29.7,Clothing,17849.64,0.82,Airport,1516.92,Yes,High
43,Female,104305.45,6,17.1,Home & Garden,10139.8,1.0,Suburban,1219.74,Yes,High
42,Female,33567.9,9,23.2,Groceries,4921.54,0.9,Mall,1108.11,No,Medium
60,Male,79498.64,8,25.8,Groceries,8547.88,0.61,Suburban,1146.72,No,Medium
31,Female,24801.08,6,21.0,Clothing,10927.57,0.98,Mall,896.57,Yes,Medium
37,Male,68269.8,10,1.3,Home & Garden,1501.98,1.38,Airport,1169.41,No,Medium
37,Female,172239.08,9,4.7,Books,9466.02,1.3,Downtown,1597.25,No,High
53,Male,41514.95,7,2.1,Beauty,1083.28,1.07,Mall,757.29,No,Medium
33,Female,43940.59,10,0.3,Books,2666.57,1.33,Airport,839.44,No,Medium
38,Male,97711.07,8,9.2,Groceries,4085.16,0.68,Suburban,1226.22,No,High
